Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Female,All,19.6,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Female,All,24.1,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Female,All,44.9,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,13.9,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,28,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,29,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,30.3,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,33.2,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,33.3,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,41.7,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,50.4,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,51.7,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,58.6,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,61.7,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,75.5,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,76.3,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2010,Male,All,115.2,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,8,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,14.3,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,15.8,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,16.2,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,17.6,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,17.9,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,19.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,19.7,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,25.1,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,26.3,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,28.3,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,30.4,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,30.6,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,31,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,32.5,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,37.3,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,37.3,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,39,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,40.1,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,41.3,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,50.1,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,81.4,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,All,122,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,American Indian/Alaska Native,5.1,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,American Indian/Alaska Native,7.8,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,5.7,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,6.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,8.7,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,8.9,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,9.3,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,9.5,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,9.6,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,10.3,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,13.3,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,16.9,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Asian/PI,,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,28.2,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,32.4,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,36.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,39.4,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,41.3,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,42.4,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,45.8,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,51.7,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,51.8,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,52.4,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,54.6,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,57.1,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,61.9,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,63.2,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,67.5,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,77.2,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,80.2,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,80.3,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,91,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,107.4,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,120.4,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Black,181.5,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,9.9,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,15.9,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,16.2,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,17.6,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,17.8,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,20.1,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,21.1,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,23.9,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,24,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,24.9,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,26.1,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,26.2,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,27.6,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,27.7,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,28.6,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,28.8,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,36.3,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,36.4,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,44,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,72.5,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,72.8,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Hispanic,102.1,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Multiracial,4.9,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Multiracial,17.4,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,5.8,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,8.8,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,9.4,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,12.4,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,23.5,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,30.1,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,50.8,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,74.6,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,102.1,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,Other,,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,5.4,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,6.2,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,11,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,11.5,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,11.6,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,12.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,12.7,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,14.8,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,16.1,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,16.9,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,18.1,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,19.6,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,21.9,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,22.8,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,26.2,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,26.4,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,26.5,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,29.6,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,31.8,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,32.4,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,32.9,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Both,White,50,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,2.4,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,2.8,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,4.7,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,4.8,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,5.1,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,5.2,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,5.5,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,6.8,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,6.8,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,7.1,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,9.4,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,13.1,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,13.1,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,14.2,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,14.4,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,15.5,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,16.6,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,18.6,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,19.9,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,22.9,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Female,All,60.5,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,13.7,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,27.7,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,29,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,29.1,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,29.4,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,30.6,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,30.6,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,34,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,44.1,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,45.3,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,46.6,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,48,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,51.1,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,56.3,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,56.7,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,60.9,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,63,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,63.6,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,64,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,64.2,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,78.7,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,129.8,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2011,Male,All,190.6,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,8.8,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,10.3,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,10.4,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,14.6,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,15.3,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,15.3,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,16.9,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,18.7,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,19.7,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,19.9,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,23.1,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,24.7,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,26,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,26.4,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,28.7,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,30.6,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,31.4,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,31.6,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,31.7,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,32.5,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,32.9,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,35.8,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,38.1,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,39.8,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,43.9,"Miami (Miami-Dade County), FL"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,89.9,"Baltimore, MD"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,All,108.7,"Washington, DC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,American Indian/Alaska Native,9.9,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,American Indian/Alaska Native,10.2,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,American Indian/Alaska Native,,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,4.7,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,4.9,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,6,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,6.1,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,7.4,"Phoenix, AZ"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,7.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,8.3,"Houston, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,9.2,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,13,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,13.7,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Asian/PI,,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,25.4,"San Jose, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,30.9,"Kansas City, MO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,34.2,"Portland (Multnomah County), OR"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,34.3,"Denver, CO"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,34.6,"San Diego County, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,35.7,"Las Vegas (Clark County), NV"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,37.2,"San Antonio, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,39.6,"Fort Worth (Tarrant County), TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,40,"Boston, MA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,42.2,"Oakland (Alameda County), CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,42.8,"Detroit, MI"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,44.3,"Minneapolis, MN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,45.1,"Long Beach, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,50.2,"Philadelphia, PA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,51.5,"Indianapolis (Marion County), IN"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,56.3,"Seattle, WA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,58.3,"U.S. Total, U.S. Total"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,63,"Los Angeles, CA"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,64.8,"Chicago, Il"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,65.5,"Charlotte, NC"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,69.3,"New York City, NY"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,71.4,"Dallas, TX"
HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",2012,Both,Black,80.2,"Houston, TX"
